20611,99.1.275,NULL
20612,P2154,NULL
20613,TL.97.15.22,NULL
20614,92.22.56,NULL
20615,TL.93.163.7,NULL
20616,76.41.1,NULL
20617,JE.1.A.2,NULL
20618,94.2.2,SUN-SET
20619,72.24,NULL
20620,RC.5.67,NULL
20621,TL.97.42.158,NULL
20622,P569,NULL
20623,TL.90.1.10,NULL
20624,94.24.10,NULL
20625,62.41.54,NULL
20626,P2248,NULL
20627,TL.95.74.46,NULL
20628,39.1.380,NULL
20629,EL.82.6.1,NULL
20630,52.21,NULL
20631,92.22.8,NULL
20632,P195,THE HOLIDAY
20633,P2134,NULL
20634,TL.95.74.53,NULL
20635,TL.92.37.1,NULL
20636,54.8,MINUS MINOS
20637,81.6,NULL
20638,P2186,NULL
20639,TL.2001.1.8,NULL
20640,99.16.32,NULL
20641,RC.17.5,NULL
20642,88.6.24,NULL
20643,92.5.144,NULL
20644,M.2001.3,NULL
20645,86.4.4,NULL
20646,87.9,NULL
20647,A.2.1,"LIST OF PICTURES PRESENTED TO WILLIAMS COLLEGE IN 1887, EAST ROOM, LAWRENCE HALL (SEE A.2.79)"
20648,77.9.102,NULL
20649,71.6,NULL
20650,85.13.5,NULL
20651,PA.28,NULL
20652,EL.83.3.6.B,NULL
20653,P2129,NULL
20654,P2130,NULL
20655,78.59.27,NULL
20656,EL.84.6.305,NULL
20657,EL.84.6.383,NULL
20658,93.1.135.B,NULL
20659,P461,NULL
20660,39.1.68,NULL
20661,RC.4.41,NULL
20662,A.6.14,NULL
20663,85.26.16,SKETCHBOOK PAGE
20664,TL.98.22.18,NULL
20665,P1553,NULL
20666,TL.93.5.3,NULL
20667,77.53.51,NULL
20668,TL.93.136.43,NULL
20669,EL.84.6.343,NULL
20670,85.13.4,NULL
20671,79.56.17,NULL
20672,83.5.4,NULL
20673,91.35.6,NULL
20674,84.26.138,NULL
20675,96.37,NULL
20676,96.10.4,NULL
20677,EL.81.3.60,NULL
20678,P1709,"FESTA DEL REDENTORE, VENICE"
20679,P671,NULL
20680,A.3.3,NULL
20681,TL.96.11.2,NULL
20682,TL.96.58.3,NULL
20683,TL.97.10.2,NULL
20684,TL.93.135.30,NULL
20685,85.26.11,SKETCHBOOK PAGE
20686,76.37.5.H,NULL
20687,91.28.11,NULL
20688,99.1.29,NULL
20689,84.26.80,NULL
20690,98.14.3,NULL
20691,P1959,NULL
20692,77.9.96,NULL
20693,TL.99.16,(SEE 99.5)
20694,50.17,NULL
20695,RC.5.35,NULL
20696,59.21.9.Q,NULL
20697,84.26.47,NULL
20698,39.1.183,NULL
20699,RC.17.1,NULL
20700,92.25.1,MMAJI (KNIFE-YAM) MASK
20701,99.1.179,NULL
20702,TL.98.5.1,NULL
20703,P1299,NULL
20704,P1457,NULL
20705,TL.98.25.3,NULL
20706,EL.85.63.35,NULL
20707,74.52,NULL
20708,P1865,NULL
20709,P341,NULL
20710,30.1.3,NULL
20711,P500A,NULL
20712,75.21,NULL
20713,92.3.10,NULL
20714,99.16.20,NULL
20715,P772,NULL
20716,RC.33.1,NULL
20717,A.3.4,MAURICE PRENDERGAST'S STEAMER TRUNK
20718,91.39.6,NULL
20719,45.1.12,NULL
20720,81.1.8,LONNIE IN THE GARDEN: SPRING PLANTING & PILING UNSEEN ASHES
20721,80.35.2,NULL
20722,56.14.G,NULL
20723,96.9,NULL
20724,80.46.18,NULL
20725,78.59.78,NULL
20726,1875.1,NULL
20727,92.17.73,NULL
20728,TL.97.20.15,NULL
20729,P1560,NULL
20730,80.28.13,NULL
20731,TL.96.32,NULL
20732,78.22.63,RINCÓN DE CUBA
20733,82.10.21,NULL
20734,81.45.13,NULL
20735,78.51.57,NULL
20736,61.25,NULL
20737,TL.92.69.12,NULL
20738,TL.98.32.4,NULL
20739,35.2.1,NULL
20740,P550,NULL
20741,62.41.6,NULL
20742,P590,NULL
20743,P600,NULL
20744,92.17.102.G,NULL
20745,TL.2001.4.7,NULL
20746,69.48,LIDDED VESSEL: EQUESTRIAN FIGURE
20747,89.23.4,NULL
20748,39.1.393,"SÈVE NOUVELLE, VIE MEILLEURE, COOPERATION INTER-EUROPEENNE"
20749,84.33.10,NULL
20750,34.6.3,NULL
20751,80.46.21,NULL
20752,82.10.32,NULL
20753,90.11.6,WOMAN IN PARIS
20754,94.1.27,NULL
20755,37.2.51,NULL
20756,CC.1.2,NULL
20757,EL.75.3.17,RING WITH CHARIOT
20758,SEG.10.9,NULL
20759,80.40.1,NULL
20760,SIN.1.12,NULL
20761,74.27,NULL
20762,P516,NULL
20763,EL.84.6.185,NULL
20764,95.4.80,TUILERIES GARDENS
20765,59.21.9.K,WEDJAT EYE AMULET
20766,88.26.2,NULL
20767,52.7.31,NULL
20768,89.20.6,NULL
20769,TL.2000.11.1,NULL
20770,TI.18,NULL
20771,92.17.84,NULL
20772,80.38.1.A,NULL
20773,80.38.1.E,NULL
20774,64.2,NULL
20775,75.43.3,NULL
20776,88.6.51,NULL
20777,84.26.139,NULL
20778,60.39.2.B,WEDJAT EYE AMULET
20779,1887.1.36,NULL
20780,62.41.42,NULL
20781,TT.1,NULL
20782,99.16.13,DESERT TREE (MEXICAN LANDSCAPE)
20783,EL.83.13.10,NULL
20784,93.1.181,NULL
20785,83.24.7,NULL
20786,81.13.35,NULL
20787,78.35.5,NULL
20788,79.58.59,NULL
20789,TL.99.34.9,NULL
20790,TL.93.157.1,NULL
20791,PA.69.A,NULL
20792,TL.93.160.8,NULL
20793,WP.49,NULL
20794,WP.50,NULL
20795,77.9.12,NULL
20796,78.24.2,NULL
20797,57.4.A,BUST PORTRAIT OF LOUISE OF LORRAINE
20798,85.46.52,GOLD WEIGHT IN FORM OF A SQUARE WITH DESIGN
20799,93.1.120,NULL
20800,TL.95.54.32,NULL
20801,78.59.40,NULL
20802,50.26,NULL
20803,78.38.24,NULL
20804,66.11,LE PORTE ÉTENDARD
20805,91.15.17,NULL
20806,EL.79.5.4,SEE 96.35.4
20807,CJ.1.3,NULL
20808,1887.1.55,NULL
20809,93.1.146.C,BEAD (?)
20810,TL.99.35,NULL
20812,40.3.2,NULL
20813,75.22,NULL
20814,P2283,NULL
20815,TL.2000.28.1,NULL
20816,92.5.46,NULL
20817,78.38.48,NULL
20818,TL.92.57.3,NULL
20819,66.22.56,NULL
20820,85.24.7,NULL
20821,91.15.67,NULL
20822,49.17.54,NULL
20823,PI.9,NULL
20824,P854,NULL
20825,P664,NULL
20826,P289,NULL
20827,P290,ON THE BEACH
20828,TL.93.157.16,NULL
20829,39.1.81,NULL
20830,78.22.29,NULL
20831,P2237,NULL
20832,44.4.12,NULL
20833,79.20,NULL
20834,93.1.77.MM,NULL
20835,A.1.2.YYY,NULL
20836,TL.92.69.1,NULL
20837,58.1,THE POOL
20838,87.16.22,NULL
20839,92.17.138.B,NULL
20840,CJ.1.14,NULL
20841,39.1.94,NULL
20842,EL.84.6.274,NULL
20843,99.1.139,NULL
20844,91.25,"LA MARIÉE MISE À NU PAR SES CÉLIBATAIRES, MÊME (THE BRIDE STRIPPED BARE BY HER BACHELORS, EVEN [THE GREEN BOX])"
20845,TL.96.4.1,NULL
20846,33.4,THE PURITAN
20847,EL.?.1,NULL
20848,EL.80.3.10,NULL
20849,TL.92.66.8,NULL
20850,91.15.62,NULL
20851,79.75.99,NULL
20852,84.16.6,MAINE
20853,1887.1.56,NULL
20854,79.75.65,NULL
20855,94.24.28,NULL
20856,P536,NULL
20857,37.2.101,UNTITLED: WOODED LANDSCAPE
20858,61.19.15.H,NULL
20859,84.26.130.D,NULL
20860,P1134,FIVE FIGURES
20861,EL.84.6.338,NULL
20862,TL.94.49.4,NULL
20863,53.41.3,NULL
20864,TL.93.160.3,NULL
20865,82.10.5,NULL
20866,TL.95.54.19,NULL
20867,TL.95.27.8,NULL
20868,TL.97.42.177,NULL
20869,P73,NULL
20870,91.27.8,NULL
20871,P2006,NULL
20872,85.46.8,NULL
20873,80.32.4,NULL
20874,92.17.135,NULL
20875,55.17,MARINE SCENE
20876,P1880,NULL
20877,85.46.32,NULL
20878,TL.99.17.56.C,NULL
20879,80.46.26,NULL
20880,93.1.49,NULL
20881,46.7.1.B,NULL
20882,92.13,NULL
20883,94.1.6,RECLINING MALE
20884,80.30.8,NULL
20885,77.63.23,NULL
20886,WP.36,NULL
20887,43.2.45,NULL
20888,FE.5,NULL
20889,RC.4.53,NULL
20890,78.59.33,NULL
20891,TI.38,NULL
20892,80.27.4,NULL
20893,78.51.43,NULL
20894,TL.99.25,NULL
20895,EL.83.14.1,NULL
20896,P2085,NULL
20897,59.21.17,NULL
20898,P2187,NULL
20899,43.2.91,NULL
20900,P1897,NULL
20901,TM.1,NULL
20902,79.56.5,NULL
20903,TL.99.21.4,NULL
20904,RC.17.52,NULL
20905,SIN.1.4,NULL
20906,TL.93.124.5,NULL
20907,39.1.67,NULL
20908,M.2001.4,NULL
20909,TL.96.56.1,NULL
20910,84.26.108,NULL
20911,62.32.16.A,HORUS AMULET
20912,82.26.52,NULL
20913,EL.88.5.1,NULL
20914,TL.97.42.201,NULL
20915,38.4.16,NULL
20916,75.27,WITCHES OF SALEM (LEAD SCREEN)
20917,P917,LOUVRE
20918,66.22.17,NULL
20919,37.2.166.C,NULL
20920,EL.81.3.41,NULL
20921,57.47.A,NULL
20922,54.29,NULL
20923,93.1.15.C,SCARAB AMULET
20924,90.11.7,NULL
20925,43.2.92,NULL
20926,46.3,NULL
20927,37.2.146,NULL
20928,78.51.25,NULL
20929,57.20,NULL
20930,TL.93.154.2,"PYRAMID TEMPLE, CHICHEN ITZA, YUCATÁN, NO.1"
20931,81.13.55,NULL
20932,35.1,NULL
20933,43.2.132,NULL
20934,EL.84.6.98,NULL
20935,93.15,NULL
20936,49.17.82,NULL
20937,78.30.9,NULL
20938,84.26.126,NULL
20939,RC.5.41,NULL
20940,TL.99.17.35,NULL
20941,P245,NULL
20942,EL.94.1.61,NULL
20943,TL.97.42.84,NULL
20944,74.53,NULL
20945,RC.15.18.B,NULL
20946,74.21.A,NULL
20947,43.2.164,NULL
20948,P1736,NULL
20949,79.75.123,NULL
20950,P2275,NULL
20951,84.32.3,NULL
20952,77.24,NULL
20953,82.26.84,NULL
20954,P2288,FAIRGROUNDS
20955,77.32.4,NULL
20956,EL.84.6.159,NULL
20957,EL.88.122.8,NULL
20958,TL.2001.11,NULL
20959,41.15.23,NULL
20960,94.1.73,NULL
20961,P925,NULL
20962,81.45.7,KAYAK MODEL WITH FIGURE
20963,PP.1,NULL
20964,TL.93.157.10,NULL
20965,P1788,NULL
20966,41.15.31,ANCESTRAL PORTRAIT OF A LADY
20967,TL.96.25.25,NULL
20968,90.14.5,NULL
20969,A.6.21,NULL
20970,85.19,NULL
20971,95.4.21,NULL
20972,77.63.4,NULL
20973,P1139,NULL
20974,EL.92.2.9,NULL
20975,39.1.76,NULL
20976,39.1.265,NULL
20977,61.19.7,NULL
20978,TL.2000.2.2,NULL
20979,94.7.2,NULL
20980,78.59.60,GLASS SHARD
20981,57.28,NULL
20982,TL.93.143.17,NULL
20983,P691,"FESTIVAL DAY, VENICE"
20984,80.46.39,NULL
20985,39.1.200,NULL
20986,84.33.11,HEAD
20987,79.45,NULL
20988,P2236,NULL
20989,RC.22.10,"HANDAXE, BIFACE"
20990,37.2.24,NULL
20991,20.1.33.C,BRICK FROM THE ZIGGURAT OF SHALMANESER III
20992,P746,"MONTE PINCIO, ROME"
20993,92.3.30,NULL
20994,92.3.29,NULL
20995,84.33.4,"COPY AFTER THE SUN SETTING BEHIND A GROUP OF TREES ON THE BANKS OF THE THAMES AT TWICKENHAM, 1799"
20996,99.1.290,NULL
20997,EL.87.1,NULL
20998,99.1.68,NULL
20999,30.3.5,NULL
21000,93.1.171.E,NULL
21001,88.19.3,NULL
21002,87.3,NULL
21003,TL.93.103.1,NULL
21004,43.2.7,NULL
21005,WP.35,NULL
21006,95.4.3,NULL
21007,EL.92.23.8.K,NULL
21008,60.8,NULL
21009,84.17.1,FLOWERS
21010,A.4.3,"POSTER FOR EXHIBITION ""TURN-OF-THE-CENTURY AMERICA"""
21011,59.21.4.C,NULL
21012,79.63.8,NULL
21013,TL.95.74.22,NULL
21014,93.1.147.D,PIN CLOSURE
21015,P2268,NULL
21016,77.53.63,NULL
21017,A.1.2.EEE,NULL
21018,73.31,NULL
21019,TL.95.10.3,NULL
21020,TL.2000.29.7,NULL
21021,TL.97.42.145,NULL
21022,56.13,NULL
21023,TL.31,NULL
21024,TL.95.74.4,NULL
21025,75.43.4.H,NULL
21026,83.29.23,NULL
21027,88.6.44,NULL
21028,TL.94.25.4,NULL
21029,61.19.6,NULL
21030,TL.93.136.50,NULL
21031,CJ.1.8,NULL
21032,95.15.2,"UNTITLED #16, FROM THE BODY OBJECT SERIES"
21033,76.37.5.C,NULL
21034,76.37.9.C,NULL
21035,77.53.24,NULL
21036,93.1.167.A,MEDALLION (?)
21037,RC.6.4,NULL
21038,91.40.16,NULL
21039,82.27.3,NULL
21040,59.21.4.D,NULL
21041,94.1.21,NULL
21042,EL.84.6.440.F,NULL
21043,RC.58.3.A,NULL
21044,TL.94.8.12,NULL
21045,93.1.102,KOHL JAR
21046,91.20,"SQUARE DANCE (FROM THE ""HOSPITAL SERIES"")"
21047,TL.97.45.7,NULL
21048,74.9,NULL
21049,1887.1.50,LEKYTHOS
21050,A.7.3,NULL
21051,88.27.8,NULL
21052,80.46.45,NULL
21053,M.2005.15.E,NULL
21054,79.68.12,LUZ RESTIRADA (LENGTHENED LIGHT)
21055,99.1.3,NULL
21056,TL.93.135.1,NULL
21057,37.2.83,NULL
21058,90.8,"LE SOUPER FIN (FROM ""LE MONUMENT DU COSTUME"")"
21059,TL.2002.28.5,NULL
21060,99.1.22,NULL
21061,85.39.4,NULL
21062,85.39.5,NULL
21063,89.18.1.A,NULL
21064,RC.27.6,NULL
21065,P1795,NULL
21066,EL.82.5.5,NULL
21067,85.22.4,NULL
21068,60.3.2,NULL
21069,79.58.66,NULL
21070,EL.84.6.46,NULL
21071,EL.70.2,NULL
21072,EL.84.6.101,NULL
21073,A.1.2.P,NULL
21074,39.1.104,NULL
21075,77.63.48,STANDING DRAPED WOMAN HOLDING FAN
21076,P1368,NULL
21077,92.21.48,NULL
21078,95.18.8,NULL
21079,TL.99.31.10,NULL
21080,93.1.143.E,NAIL FRAGMENT (?)
21081,EL.88.122.7,NULL
21082,79.58.58,NULL
21083,83.36,NULL
21084,88.6.37,NULL
21085,79.63.21,NULL
21086,80.13.4,NULL
21087,P38,NULL
21088,79.75.103,NULL
21089,81.31.37,NULL
21090,RC.19.1.B,NULL
21091,RC.4.39,NULL
21092,P1729,NULL
21093,P741,"CAMPO VITTORIO EMANUELE, SIENA"
21094,48.2.3.O,NULL
21095,TL.95.54.12,NULL
21096,TL.95.54.11,NULL
21097,RC.17.77,NULL
21098,EL.88.6.1.I,NULL
21099,63.21,NULL
21100,EL.93.4.5,NULL
21101,81.7.5,NULL
21102,P2142,NULL
21103,P814,NULL
21104,91.1.11,NULL
21105,TL.99.29,NULL
21106,TL.99.17.67,NULL
21107,P1565,NULL
21108,80.29.13,NULL
21109,80.30.13,NULL
21110,TL.93.31.1,NULL
21111,P481,NULL
21112,78.38.44,NULL
21113,99.10.B,NULL
21114,91.18.12,NULL
21115,TL.95.74.10,NULL
21116,84.33.15,NULL
21117,P1519,NULL
21118,P1520,NULL
21119,TL.98.2.7,NULL
21120,92.22.4,NULL
21121,39.1.307,NULL
21122,88.6.33,NULL
21123,52.7.8,NULL
21124,A.6.1,NULL
21125,48.2.4.A,NULL
21126,39.2,PORTRAIT OF DR. THOMAS PASCAL JONES
21127,M.2005.15.Y,NULL
21128,80.3.7,NULL
21129,PI.4,NULL
21130,78.59.104,NULL
21131,TL.93.124.4,NULL
21132,P1084,NULL
21133,39.1.378,NULL
21134,P1312,NULL
21135,82.22.44.B,NULL
21136,91.51,NULL
21137,39.1.171,NULL
21138,88.6.3,NULL
21139,77.51.4,NULL
21140,81.15.9,NULL
21141,78.59.48,NULL
21142,78.59.13,NULL
21143,P1987,NULL
21144,TL.93.160.11,NULL
21145,1887.1.82,NULL
21146,EL.82.5.13,NULL
21147,P2053,NULL
21148,78.51.2,NULL
21149,92.17.18.M,NULL
21150,82.10.41,NULL
21151,TL.97.42.213,NULL
21152,P1180,NULL
21153,TL.93.169.17,NULL
21154,84.8.2,NULL
21155,TL.95.74.34,NULL
21156,RC.58.5,NULL
21157,P2054,NULL
21158,82.22.8,NULL
21159,79.75.18,NULL
21160,73.60,NULL
21161,TL.92.66.21,NULL
21162,79.75.78,NULL
21163,P951,NULL
21164,49.17.14,NULL
21165,84.16.18,NULL
21166,93.1.78.A,NULL
21167,EL.84.6.350,NULL
21168,88.22.1,NULL
21169,82.22.27,NULL
21170,CG.34,CORINTHIAN ARYBALLOS
21171,CJ.1.26,NULL
21172,64.9,RED-FIGURE STAMNOS WITH POSEIDON BATTLING THE GIANT POLYBOTES
21173,81.31.31,NULL
21174,TL.94.8.78,NULL
21175,TL.94.25.30,NULL
21176,58.7,NULL
21177,62.32.3,NULL
21178,50.7,NULL
21179,73.32,NULL
21180,EL.84.111.1,NULL
21181,P1972,NULL
21182,95.11.2,NULL
21183,P638,NULL
21184,58.2.1,FALCON COFFIN
21185,P577,NULL
21186,77.9.90,NULL
21187,85.46.18,NULL
21188,TL.92.69.7,NULL
21189,84.26.99,NULL
21190,SIN.1.5,NULL
21191,88.26.1,NULL
21192,RC.4.33,"CAST OF WEST FRIEZE V FROM THE ELGIN MARBLE SERIES, THE PARTHENON, ATHENS, GREECE"
21193,34.6.19,NULL
21194,91.28.4,NULL
21195,EL.89.4.5,NULL
21196,P1133,NULL
21197,92.21.8,NULL
21198,93.1.172,NULL
21199,EL.84.6.167,NULL
21200,78.5.6,"GWALIOR, A BRAHMNICAL TEMPLE IN THE FORT"
21201,39.1.301,NULL
21202,77.63.55,NULL
21203,TL.99.17.1.C,NULL
21204,88.6.89,NULL
21205,TL.93.169.23,NULL
21206,77.63.25.G,NULL
21207,EL.84.6.337,NULL
21208,TL.97.18.15,NULL
21209,EL.86.43.6,NULL
21210,85.46.27,NULL
21211,91.15.36,A PRINCE WITH LADIES ON A TERRACE
21212,M.2000.10.2,NULL
21213,61.19.1.L,AMULET OF PATAIKOS
21214,P46,SALEM WILLOWS
21215,49.17.23,NULL
21216,TL.97.20.16,NULL
21217,88.6.107,NULL
21218,P557,NULL
21219,TL.93.16,NULL
21220,EL.84.6.154,NULL
21221,61.19.8,NULL
21222,85.47.14,NULL
21223,EL.84.6.344,NULL
21224,TL.92.57.4,NULL
21225,99.1.71,NULL
21226,P1391,NULL
21227,EL.2001.2,NULL
21228,RC.13.1,NULL
21229,92.5.22,NULL
21230,TL.93.135.22.B,NULL
21231,77.53.40,NULL
21232,77.9.65,NULL
21233,TL.93.121.1,NULL
21235,99.1.122,NULL
21236,RC.30.4,NULL
21237,89.24.1,NULL
21238,M.2000.4,NULL
21239,TL.96.6.6,NULL
21240,39.1.260,NULL
21241,99.10.C,NULL
21242,85.13.6,NULL
21243,91.1.6,NULL
21244,P2378,NULL
21245,88.6.108.A,NULL
21246,77.25,NULL
21247,67.8,NULL
21248,79.1,NULL
21249,79.65.1,NULL
21250,99.1.12,NULL
21251,85.46.19,NULL
21252,P157,NULL
21253,TL.2000.32.5,NULL
21254,P1636,NULL
21255,P816,"SHIPS, BOSTON HARBOR, 1901"
21256,94.1.62,NULL
21257,91.15.30,NULL
21258,P207,NULL
21259,TL.99.27.3,NULL
21260,JE.1.I,HORUS (FALCON) AMULET
21261,EL.77.2.9,NULL
21262,60.39.6.C,NULL
21263,80.46.41,NULL
21264,80.28.21,NULL
21265,P1872,NULL
21266,TL.2000.25.9,NULL
21267,73.4,NULL
21268,EL.84.6.80,NULL
21269,81.33.14,NULL
21270,67.9,NULL
21271,88.6.66,NULL
21272,P1732,LADY WITH MUFF
21273,EL.92.2.11,NULL
21274,91.3,NULL
21275,TL.99.27.39,NULL
21276,TL.92.61.3,NULL
21277,EL.84.6.414,NULL
21278,88.7.6,NULL
21279,TL.98.2.8,NULL
21280,84.33.6,NULL
21281,37.2.20,NULL
21282,53.31,NULL
21283,P1478,MFA BOSTON WATERCOLOR SKETCHBOOK 1899
21284,P2188,NULL
21285,A.4.5,POSTER OF CINERARIAS AND FRUIT BY MAURICE PRENDERGAST
21286,46.7.5,NULL
21287,39.1.362,NULL
21288,P773,NULL
21289,89.12,NULL
21290,TL.96.34.3,NULL
21291,81.31.17,NULL
21292,91.15.5,NULL
21293,92.17.110.B,NULL
21294,P2320,NULL
21295,PLATFORMS,NULL
21296,34.6.4,STANDING YOUTH
21297,EL.82.1.1,NULL
21298,91.28.12,NULL
21299,99.1.167,NULL
21300,82.26.34,NULL
21301,71.36,NULL
21302,TL.93.39.2,NULL
21303,EL.93.3,NULL
21304,TL.99.39.7,NULL
21305,80.46.67,NULL
21306,84.26.101,NULL
21307,TL.99.24,NULL
21308,78.46,NULL
21309,TI.33,NULL
21310,M.2000.13,NULL
21311,TL.93.136.3,NULL
21312,PI.5,NULL
21313,77.9.40,NULL
21314,TL.93.135.16.A,NULL
21315,81.31.49,NULL
21316,RC.4.35,NULL
21317,TL.2002.28.1,NULL
21318,30.1.9,"AMPHORISKOS (""LITTLE AMPHORA"")"
21319,P1034,NULL
21320,1887.1.76,NULL
21321,59.4,NULL
21322,TJ.5,NULL
21323,TL.96.7.2,NULL
21324,38.4.12,NULL
21325,TL.93.48.2,NULL
21326,49.17.49,NULL
21327,96.20.1,"HAROLD EDGERTON:  TEN DYE TRANSFER PHOTOGRAPHS, [PORTFOLIO IS INCOMPLETE CONTAINING ONLY 9 PRINTS] (LEAD SCREEN)"
21328,93.1.108,NULL
21329,57.22,NULL
21330,M.2001.21,NULL
21331,TL.2001.41.27,NULL
21332,M.2001.14.1.B,NULL
21333,TL.2002.31,NULL
21334,TL.2001.36.4,NULL
21335,M.2001.15.3,NULL
21336,M.2001.5.A,NULL
21337,M.2001.5.F,NULL
21338,TL.2002.12.2,NULL
21339,TL.2002.12.3,NULL
21340,M.2001.10.C,UNTITLED (FOUR ETCHINGS)
21341,TL.2002.1.4,NULL
21342,TL.2002.11,NULL
21343,TL.2002.3,NULL
21344,TL.2003.3.2,NULL
21345,M.2002.3.1,SHANGO DANCEWAND (OSE SANGO)
21346,TL.2001.33.9,NULL
21347,TL.2001.33.13,NULL
21348,TL.2001.33.15,NULL
21349,TL.2001.33.1,NULL
21350,TL.2002.60.6,NULL
21351,M.2002.17.8,NULL
21352,TL.2002.64.3,NULL
21353,TL.2002.64.6,NULL
21354,M.2002.11.3,NULL
21355,RC.30.19.A,NULL
21356,TL.2002.19.1,NULL
21357,TL.2002.42,NULL
21358,TL.2002.8.14,NULL
21359,TL.2002.8.1,NULL
21360,TL.2002.74.3,NULL
21361,TL.2002.17.3,NULL
21362,TL.2002.58,NULL
21363,TL.2002.43,NULL
21364,TL.2002.21.17,NULL
21365,TL.2002.21.20,NULL
21366,TL.2002.21.32,NULL
21367,TL.2002.21.51,NULL
21368,TL.2002.21.56,NULL
21369,TL.2002.21.1,NULL
21370,TL.2002.46.1,NULL
21371,TL.2002.46.2,NULL
21372,TL.2002.33.10.B,NULL
21373,TL.2002.33.10.G,NULL
21374,TL.2002.7.8,NULL
21375,TL.2002.72.15,NULL
21376,TL.2002.72.25,NULL
21377,TL.2002..72.4,NULL
21378,TL.2002.72.5,NULL
21379,TL.2002.9.2,NULL
21380,TL.2002.32.2,NULL
21381,TL.2002.18.9,NULL
21382,TL.2002.77.2,NULL
21383,TL.2003.2.I,NULL
21384,TL.2003.2.M,NULL
21385,A.12.13,NULL
21386,A.12.19,NULL
21387,M.2002.14.B,NULL
21388,TL.2003.7.1.C,NULL
21389,TL.2003.7.6,NULL
21390,TL.2003.7.14,NULL
21391,M.2002.11.2.1.A,NULL
21392,M.2002.12.2.C,NULL
21393,M.2002.12.2.D,NULL
21394,TL.2003.8.18,NULL
21395,TL.2003.8.21,NULL
21396,TL.2003.8.27,NULL
21397,TL.2003.8.29,NULL
21398,M.2002.22.B,NULL
21399,M.2002.22.J,NULL
21400,TL.2002.84.1,SEE  M.2002.20.1
21401,A.12.33.1,CONTEMPORARY COLOR PANEL: PHIL SIMS & OLIVIER MOSSET 4/14/1982
21402,M.2003.1.L,NULL
21403,M.2003.2.3,NULL
21404,TL.2003.12.8,NULL
21405,TL.2003.12.10,NULL
21406,M.2003.2.4.A,NULL
21407,TL.2005.13.1,NULL
21408,TL.2003.12.18,NULL
21409,TL.2005.17,NULL
21410,TL.2005.39.1,NULL
21411,RC.69.C,NULL
21412,TL.2003.73.8,NULL
21413,TL.2003.74.1,NULL
21414,M.2003.2.4.D,NULL
21415,TL.2003.76.2,NULL
21416,EL.2004.2.1.E,NULL
21417,EL.2004.2.1.G,NULL
21418,EL.2004.2.1.H,NULL
21419,EL.2004.2.2.K,NULL
21420,M.2003.20,"MY VIE EN ROSE [VIDEO ON DVD; 1 CPJ200 VIDEO PROJECTOR (WCMA); 1 DVD PLAYER (WCMA)][SEE INDIVIDUAL SCREENS, 6 PARTS"
21421,TL.2003.80.6,NULL
21422,TL.2003.80.7,NULL
21423,M.2003.3.2,NULL
21424,M.2003.3.3,NULL
21425,M.2003.6.1,NULL
21426,TL.2003.86.18,NULL
21427,TL.2003.87,NULL
21428,TL.2003.94.7,NULL
21429,TL.2003.94.8,NULL
21430,M.2003.14.C,"[MUG SHOTS]: IMAGE FROM STACKS FROM FELIX GONZALEZ-TORRES EXHIBITION, GUGGENHEIM MUSEUM, MARCH 3-MAY 10, 1995"
21431,TL.2003.103.8,"ECCE PUER, BEHOLD THE BOY"
21432,TL.2003.110.1,NULL
21433,TL.2003.114.1,NULL
21434,TL.2003.117.1,NULL
21435,TL.2003.118.2,NULL
21436,TL.2003.111.3,NULL
21437,TL.2003.115.8.C,NULL
21438,TL.2003.115.12.B,NULL
21439,TL.2003.115.13.C,NULL
21440,TL.2003.115.9.B,NULL
21441,A.12.22.DV,NULL
21442,TL.2005.13.3,NULL
21443,TL.2003.126.5,NULL
21444,TL.2003.126.14,NULL
21445,M.2003.22.4,NULL
21446,M.2003.22.8,NULL
21447,M.2003.19.B,NULL
21448,M.2003.19.D,NULL
21449,M.2003.19.H,NULL
21450,M.2003.19.I,NULL
21451,M.2003.28,NULL
21452,M.2003.16.D,"SHEET OF GLASS (1 OF 2) FOR ""SUBJECTIVE REFRACTION"""
21453,M.2004.1,NULL
21454,A.2.26,NULL
21455,A.2.35,NULL
21456,A.2.36,NULL
21457,A.2.37,NULL
21458,A.2.42,NULL
21459,A.2.45,NULL
21460,A.2.52,NULL
21461,A.2.55,NULL
21462,A.2.63,LAWRENCE ART MUSEUM: CLUETT GALLERY
21463,A.2.72,"(L) RITCHIE (YALE); S. LANE FAISON, JR.; (R) BUCKLEY (CURRIER, MANCHESTER, NH) IN LAWRENCE ART MUSEUM, WEST WING"
21464,A.2.86,1969 EXCHANGE EXHIBITION AT THE ALBANY INSTITUTE OF HISTORY AND ART
21465,A.2.87,NULL
21466,TL.2004.6.4,NULL
21467,TL.2004.6.11,NULL
21468,TL.2004.6.17,NULL
21469,TL.2004.6.20,NULL
21470,TL.2004.6.33,NULL
21471,TL.2004.6.34,NULL
21472,TL.2004.6.35,NULL
21473,TL.2004.6.40,NULL
21474,TL.2004.6.41,NULL
21475,TL.2004.6.45,NULL
21476,TL.2004.6.49,NULL
21477,A.2.98,NULL
21478,A.2.99,NULL
21479,A.2.106,NULL
21480,TL.2005.29,NULL
21481,TL.2005.40.1,NULL
21482,TL.2005.40.4,NULL
21483,TL.2005.23,NULL
21485,M.2004.4.1,COURONNE DE BOURGEONS I
21486,TL.2005.56.12,NULL
