1886,TL.90.1.26,UNTITLED
1887,TL.97.18.11,IN BY GUN AND OUT BY GUN  AM I NOT A HERO
1888,P2253,FLOWERS
1889,84.14.1.A,"CAPE KENNEDY, FLORIDA"
1890,62.41.68,"ANIMAL LOCOMOTION, PLATE #762"
1891,TL.99.27.42.B,HALF CLONER [DIPTYCH]
1892,EL.94.1.46,"UNTITLED (FROM THE SERIES ""AN IMITATION OF THE OGURA SELECTION OF THE HUNDRED POETS"")"
1893,EL.77.2.20.B,QUARRELS WITH HER JEW PROTECTOR (AFTER HOGARTH'S THE HARLOT'S PROGRESS)
1894,88.6.1,"HORSE BRASS, BUCKLED MARTINGALE"
1895,84.35.3,INCENSE BURNER
1896,RC.5.71,"BLIND TIME III, NO. 2"
1897,P2297,PASTURE
1898,95.4.72,"SUMMER HOTEL, MAINE"
1899,EL.84.6.289.A,TABLE OF CEBES
1900,86.18.65,"SUMMER HOTEL, MAINE"
1901,P142,SAILBOATS
1902,60.39.5.E,STATUETTE (OR AMULET?)
1903,78.22.13,EARLY MORNING
1904,80.28.3,THREE REDS IN MAGENTA WITH GREEN IN BLUE
1905,TL.2001.27,"FLIRTATION, LOVE, PASSION"
1906,80.46.22,"UNTITLED (FROM ""SON OF BITCH"")"
1907,1887.1.106,"OXEN WITH HAY WAIN (STUDY FOR ""LES BOEUFS ALLANT AU LABOUR; EFFET DU MATIN"""
1908,RC.17.71,UNTITLED: STUDY OF A NOSE
1909,TL.97.42.103,STROIM (WE ARE BUILDING)
1910,TL.96.34.6,THE PARABLE EXPLAINED
1911,P1753,"""ON DECK"", BOSTON"
1912,83.30.A,"CLOUDS (FROM ""SOMNAMBULIST"")"
1913,83.30.G,"KNIFE, FORK, SPOON (FROM ""SOMNAMBULIST"")"
1914,1887.1.80,AN EASTERN WOMAN
1915,P1607,RECESS
1916,91.13.C,"UNTITLED (FROM ""THE INDOMITABLE SPIRIT PORTFOLIO"")"
1917,P652,LONG WHARF
1918,88.6.54,"HORSE BRASS, JACOBITE PERIOD"
1919,TL.93.24.3,"UNTITLED DRAWING FROM ""SATISFACTION"" SERIES"
1920,81.11.5,THIERE ROUGE ET BLEU
1921,52.9,TARENTELLE
1922,91.15.23,"TWO RIDERS ON HORSEBACK, HUNTING WILD BOAR"
1923,84.26.24,UNTITLED
1924,41.21.3,DEVIL
1925,RC.22.21,CHILD'S SHOE ?
1926,79.58.36,UNTITLED
1927,P1631,"ON THE BOULEVARD, PARIS"
1928,86.18.53,"LITTLE GIRL IN RED, FRANCE"
1929,59.21.5.B,SHAWABTI
1930,95.10,THE BRONCO BUSTER
1931,79.63.14,BELA LUGOSI III
1932,81.12.6,"GREEN, ORANGE, PINK"
1933,89.2,WOMAN IN BLUE DRESS
1934,88.24.2,"STREET SCENE WITH PEDDLARS, SOLDIERS AND HORSES"
1935,94.1.70.D,TURKEYWORK SIDE CHAIR
1936,P1869,"ROCKS, #2"
1937,P1870,SAIL BOATS
1938,EL.83.3.4,LAWRENCE HALL ADDITION ARCHITECTURAL BLUEPRINTS: PRELIMINARY PLANS
1939,85.24.22,STUDY
1940,79.58.75,UNTITLED
1941,EL.81.3.3,"NEW FINISH IN OLD MUSEUM, LAWRENCE HALL, WILLIAMS COLLEGE: LH-24"
1942,96.6.2.C,"[SOMEWHERE BETTER THAN THIS PLACE.]: IMAGE FROM STACKS FROM FELIX GONZALEZ-TORRES EXHIBITION, GUGGENHEIM MUSEUM, MARCH 3-MAY 10, 1995"
1943,P1321,"ANNISQUAM, MASS."
1944,66.21,PEDAZOS DEL MUNDO NO. 6
1945,TL.94.8.41,THE PATRIOTIC SONG FROM THE PORTFOLIO HELL
1946,49.5,ROMANESQUE CAPITAL
1947,P209,PROMENADE BY THE SEA
1948,39.1.103,TAKE A STAVE FROM YOUR BARREL AND GET IN LINE
1949,TL.95.25.2,"THE NORTH FAMILY DAIRY BARN BURNED DOWN:  ANNULAR ECLIPSE AND DIVIDED RAYS.  LEBANON SHAKER VILLAGE, NEW YORK."
1950,TL.95.3.6,LAKE GEORGE
1951,CJ.1.7,YATSUSHIRO BOWL
1952,81.24.57,THE PROFESSOR TAKES A SWIG OF GOOFY OIL AND INVENTS A SELF-SHARPENING RAZOR BLADE
1953,79.75.29,POT SHERD
1954,83.17.1,A CHESTNUT HORSE
1955,80.10.C,AUTUMN SUITE C
1956,80.10,AUTUMN SUITE (LEAD SCREEN)
1957,DF.16.C,PUTTO STEPPING ON CROWN
1958,80.43.1,THE TAO OF WATER
1959,TL.97.19.7,STUDY FOR FEMALE FIGURE IN 'LE BOIS SACRÉ'
1960,TL.92.76.6,WOMAN EXITING MANHOLE
1961,EL.92.16.1,RUG
1962,84.26.8,UNTITLED
1963,64.12,ABDUCTION OF PROSERPINE
1964,93.1.137.A,SEAL
1965,EL.92.23.4.E,THE TEMPTATION OF ST. ANTHONY IV
1966,TL.94.39.2,"PAGE FROM SKETCHBOOK, PREPARATORY DRAWING FOR PHOTOGRAPH INSISTENT DESTINY, 1992"
1967,P1620,PRIMROSE HILL NO. 2
1968,WP.32,"PORTRAIT OF ALBERT CHARLES HOUGHTON (1844-1914), WILLIAMS COLLEGE TRUSTEE 1891-1910"
1969,20.1.2,CYLINDER WITH CUNEIFORM
1970,82.26.85,PREPARATORY SKETCH FOR A CARTOON
1971,92.17.143,BIRTH OF THE VIRGIN
1972,P1867,REVERE BEACH
1973,79.36.13,1972 OLYMPIC POSTER
1974,59.14,"AQUELLOS POLBOS (FROM ""LOS CAPRICHOS"")"
1975,93.1.125,TOOL OR IMPLEMENT
1976,TL.2002.28.4,OPIUM PIPE
1977,78.17.4,FLEURS ET MASQUES
1978,29.1.11,COTTAGE ON A HILL
1979,TL.97.42.87,"VIGIL, THE PURE SILK"
1980,P63,THE PIER
1981,58.3,UN DEMI-SIECLE DE LIVRES ILLUSTRÉS
1982,P2267,ZINNIAS
1983,68.29,STUDY FOR (OR COPY AFTER) PORTRAIT OF AN UNIDENTIFIED SEATED MAN
1985,P1143,BATHERS
1986,39.1.296,WE RISK OUR LIVES TO BRING YOU FOOD...
1987,P1037,LANDSCAPE WITH ROAD IN FOREGROUND
1988,92.5.117,APPROACH TO VENICE
1989,TL.9.1,ELEGY ON THE PENNSYLVANIA STATION NO.1
1990,88.6.78,"HORSE BRASS, CIRCULAR DISC WITH DOMED CENTER AND RING"
1991,93.1.78.E,FRESCO FRAGMENT (FROM NEFERTARI'S TOMB)
1992,80.10.D,AUTUMN SUITE D
1993,81.31.51,A SUNSET IN IRELAND
1994,P1834,LADIES WITH PARASOLS
1995,1870.1.2,HUMAN HEAD EMERGING FROM MONSTER JAWS
1996,82.26.48,PREPARATORY SKETCH FOR CARTOON
1997,77.9.27,CITIZENS #4
1998,62.41.58,"ANIMAL LOCOMOTION, PLATE #707"
1999,60.34,VASE WITH PALMETTO DECORATION
2000,55.24.A,RIMA
2001,88.28.2,UNTITLED (FROM MASTER BUILDER SERIES)
2002,48.2.3.Q,GAUDY DUTCH SAUCER
2003,TL.92.66.13,UNTITLED
2004,TI.23,TEXTILE FRAGMENT
2005,39.1.52,STAND BEHIND THE COUNTRY'S GIRLHOOD--Y.W.C.A.
2008,91.43.5,LET'S NOT OVERLOOK THE OTHER CRYSTAL BALL
2009,53.17.A,"THE COLOSSEUM, ROME"
2010,TL.93.30.3.A,DOCUMENTARY PHOTOGRAPH FOR CONSIDERING MOTHER`S MANTLE
2011,TL.94.61.4,BOX OF ARCHIVAL MATERIAL (SEE ALSO ACTIVITIES RC.37 AND A.3)
2012,P446,FIGURES IN LANDSCAPE
2013,80.7,"PORTRAIT OF HERBERT GUTTERSON (1881-1940), CLASS OF 1904"
2014,TL.94.56.6,TWO PART FEDERAL MIRROR WITH CHROMO-LITHOGRAPH PICTURE OF THE WHALING BARK KATHLEEN
2015,46.7.1.A,TROUSER CASH (MONEY BURIED WITH THE DEAD)
2016,92.5.103,EZEKIEL OF SCRIOSE
2017,RC.13.4,"N. ROYALTON - WINTER, CLEVELAND 1989"
2018,P1779,BASS ROCKS
2019,P2411,SKETCHBOOK
2020,10.1,"RUINED ABBEY OF GRESTAIN, NORMANDY"
2021,TL.97.15.34,TWO HANDS
2022,44.4.11,NULL
2023,EL.84.6.439.D,MARANANA & CYRA FROM HERMITS
2024,88.6.56,"HORSE BRASS, SUSSEX TYPES"
2025,P229,"BOSTON, SNOWY DAY"
2026,TL.99.17.31,PERMANENT VACATION II
2027,91.1.8,SCULPTURAL OBJECTS
2028,94.6.3,BLAST 3:  REMAKING CIVILIZATION
2029,PE.15,SKETCH OF CARGO BOATS AT VENICE
2030,TL.97.42.41,DUCE A NOI (THE DUCE FOR US)
2031,78.22.55,OLD WESTBURY GARDENS
2032,EL.85.63.8,"MERCURY AND WOMAN, FROM WOMAN'S SIDE"
2033,66.22.4,ORIFICIAL CICADA
2034,78.40.9,CHAPELLE DE BETHLÈEM
2035,79.67.1,"UNTITLED (FROM ""SON OF BITCH"")"
2036,79.67.6,"ALBANY, NY, 1962 (FROM ""SON OF BITCH"")"
2037,RC.27.1,NEARING THE WOODS
2038,TL.2000.25.3,UNTITLED
2039,78.59.44,POTTERY SHERD
2040,55.14,"RAUB II, WEIB HALB"
2041,EL.84.6.236,"CHRIST, THE APOSTLES AND ST. PAUL"
2042,P1448,NUDE (STUDIO MODEL)
2043,80.29.5,OPERATING THEATER
2044,79.67.10,"NEUILLY, FRANCE, 1952 (FROM ""SON OF BITCH"")"
2045,P152,INLET WITH RED FLOWERS
2046,83.30.C,"SEAGULLS (FROM ""SOMNAMBULIST"")"
2047,83.30.I,"FOOT, SHADOW, CRAB (FROM ""SOMNAMBULIST"")"
2048,M.2005.15.K,"WEEMS AND BUFFALO JUMP (FROM ""THE HAMPTON PROJECT"")"
2049,P342,PORTRAIT OF A GIRL WITH FLOWERS
2050,80.30.5,WHITE PREDOMINATES
2051,TL.95.24.1,REVE D'UNE PETITE FILLE QUI VOULUT ENTRER AU CARMEL
2052,70.17,LANDSCAPE WITH COTTAGE AND HAYBARN
2053,99.1.273,THE PLANK: HITTING THE NAIL ON THE HEAD.
2054,EL.92.23.4.A,THE TEMPTATION OF ST. ANTHONY I-XIV
2055,EL.92.23.4.C,THE TEMPTATION OF ST. ANTHONY II
2056,P846,SURF
2057,39.1.186,ORDER COAL NOW
2058,A.4.1.A,"POSTER FOR EXHIBITION ""MAURICE PRENDERGAST"""
2059,RC.22.58,TEWHATEWHA
2060,79.54,BOSTON MASSACRE (LEAD SCREEN)
2061,79.54.C,"UNTITLED (FROM ""BOSTON MASSACRE"")"
2062,79.54.M,"UNTITLED (FROM ""BOSTON MASSACRE"")"
2063,EL.84.6.15,SAINTS AND HERMITS
2064,TL.2000.25.5,UNTITLED
2065,79.75.96,POT SHERD
2066,58.5,"ST. BARTHOLOMEW FROM THE CHURCH OF ST. FÉLIX, VILLALOBOS"
2067,TL.99.27.37,2 IN 1
2068,P1355,ROCKPORT
2069,RC.5.16,"BLIND TIME III, NO. 5"
2070,28.10.1,"MISTY MORNING, GLOUCESTER HARBOR, ANNISQUAM, MASS."
2071,95.18.10.B.B,"""INTERVIEW MAGAZINE"". VOL. 1, NO. 2, 1969 [COPY 2]"
2072,A.1.2.CCCC,WETSTONE
2073,77.9.127,PORTRAIT (LAWRENCE H. BLOEDEL)
2074,43.2.161,BOWL
2075,92.5.104,SUMMER TRANQUILITY
2076,P1378,FIGURES IN A COVE
2077,P1778,BARN BY AN INLET
2078,76.40,MALE FIGURE DRAPED IN A TOGA
2079,81.45.30,"HORSE BLINDERS, FLASH CARD"
2080,84.26.105,UNTITLED
2081,TL.93.104.3,CORNHUSK BAG
2082,75.12.C,"UNTITLED (FROM ""COW"" SERIES)"
2083,92.5.114,FIGHTING TEMERAIRE TUGGED TO HER LAST BERTH
2084,TL.93.13.3,ST. BENEDICT HEALING A SICK CHILD
2085,66.22.2,ORIFICIAL CICADA
2086,RC.17.2,UNFINISHED PORTRAIT
2087,P1564,ESPLANADE
2088,P2425,BOX
2089,EL.88.6.9,VENUS AND MERCURY
2090,P2176,SUMMER
2091,RC.3.37,FRUITS AND VASE
2092,91.28.14,"BASS ROCKS, GLOUCESTER"
2093,93.1.14.K,ANIMAL AMULET
2094,37.2.131,MARAIS DE LA BURBANCHE (AIN)
2095,EL.78.4.1,TWO PAIRS OF LEGS
2096,P1301,THE BEACH
2097,99.1.73,"A TRUCE--NOT A COMPROMISE, BUT A CHANCE FOR HIGH-TONED GENTLEMEN TO RETIRE GRACEFULLY FROM THEIR VERY CIVIL DECLARATIONS OF WAR."
2098,P491,WOODLAND BATHERS
2099,P501,THE GROVE
2100,93.1.145,COIL FRAGMENT
2101,TL.97.20.31,JOHN G. READ
2102,84.26.40,UNTITLED
2103,84.26.39,UNTITLED
2104,70.5,CI-WARA HEADDRESS
2105,39.1.64,"BUY TO-DAY, BUY LIBERTY BONDS AT ANY BANK"
2106,73.49,ANNETTE
2107,EL.80.8.33,UNTITLED (INTERIOR)
2108,EL.84.6.271,MAGDALENE IN A GROTTO
2109,P1997,EVENING STREET SCENE
2110,P2097,THE PARK
2111,TL.99.4.4,CRANES AT MIRAFLORES
2112,79.59.3,BELGIAN LETTERS
2113,21.1.7,GADROONED BOWL
2114,P1719,THE GIRL IN PINK
2115,81.15.15,LO SCRATCHES HER KNEE
2116,62.32.17.J,HAIR ORNAMENT
2117,EL.92.23.4.G,THE TEMPTATION OF ST. ANTHONY VI
2118,80.11.E,SUMMER SUITE F
2119,TL.92.77.1,ECCE PUER; BEHOLD THE BOY (SEE  TL.2003.103.8)
2120,61.19.1.O,FLY AMULET
2121,88.25.4,THE HUNTRESS DIANA
2122,P1210,THE SHORE
2123,93.3.11,"UNTITLED (FROM ""IN A DREAM..."")"
2124,77.9.87,TREE GATE
2125,79.36.19,1972 OLYMPIC POSTER
2126,79.36.10,1972 OLYMPIC POSTER
2127,TL.2001.6.2,"MOISEI, ROMANIA, MAY 2000"
2128,49.17.61,SIX CARTOONS FROM HARPER'S WEEKLY
2129,49.17.61.D,ONE THING THE CHICAGO CONVENTION HAS BROUGHT ABOUT
2130,EL.54.1.2,SEE 96.7.1 & 2
2131,91.13.A,"BLUE BOY (WITH YELLOW BOY: ONE WITH HAWAIIAN TIE, ONE IN DARK) (FROM ""THE INDOMITABLE SPIRIT PORTFOLIO"")"
2132,91.13.G,"UNTITLED FROM THE BLEACHER SERIES (FROM ""THE INDOMITABLE SPIRIT PORTFOLIO"")"
2133,EL.81.3.66.C,"AN ADDITION TO LAWRENCE HALL, WILLIAMS COLLEGE: SCHEME A: LH-20"
2134,RC.30.15,STANDING DOG (STAFFORDSHIRE)
2135,EL.92.23.4.L,THE TEMPTATION OF ST. ANTHONY XI
2136,EL.92.23.4.M,THE TEMPTATION OF ST. ANTHONY XII
2137,83.24.22,"DRAWING FOR ""BODY WALL"""
2138,A.1.31,"MAURICE PRENDERGAST, CA. 1900-03 (SEE OTHER #S A.1.10, AND A.1.52)"
2139,92.23.D,"SEMINA 8 (FROM ""SEMINA"")"
2140,P1809,THE CONCERT
2141,79.70,GIANT/WINTER MAPLE
2142,78.54.3,THE BEGGAR
2143,WP.43,"PORTRAIT OF DR. PHILIP VAN NESS MORRIS (1795-1864), CLASS OF 1813, BENEFACTOR"
2144,80.33.3,E-71
2145,54.26,GOD THE FATHER MEDALLION
2146,TL.96.30,NO TITLE
2147,P266,LANDSCAPE WITH FIGURES (PARK)
2148,TL.94.56.4,"NEW YORK FROM BEDLOE'S ISLAND, 1836"
2149,82.22.16,FLOWERING SHRUBS
2150,RC.5.83,"FOUR STONES (INSTALLATION FOR THE LEO CASTELLI GALLERY, NY)"
2151,93.1.122,ARROWHEAD
2152,41.17,THE LIGHTHOUSE
2153,P1013,"SANTA MARIA FORMOSA, VENICE"
2154,TL.95.31.1,"FOR ""MADAME EDWARDA"""
2155,67.12.4,A COURTESAN-POETESS
2156,99.1.104,NO CHURCH NEED APPLY.
2157,81.5.1,"CONCRETE & ICE, MISSOURI RIVER, CLAY COUNTY, S. DAKOTA"
2158,64.29.6,LONG LIVE INTERNATIONAL YOUTH DAY.
2159,91.39.1.B,A193 DD/2
2160,81.31.54,THE THREE GRACES
2161,39.1.127,MUST CHILDREN DIE AND MOTHERS PLEAD IN VAIN?
2162,EL.93.6,MADONNA IN A FLORAL GARLAND
2163,78.22.35,NEW CITY HALL
2164,TL.95.74.30,SEE 96.21
2165,1887.1.105,HEAD OF A YOUNG LADY
2166,EL.80.4.4,GATHERING THE BUCKWHEAT
2167,43.2.136,CHILD'S LADDER-BACK ARM CHAIR
2168,EL.84.6.278,NEPTUNE CARRIED BY TWO DOLPHINS
2169,TL.95.74.15,"SPENCER STUDIO ART BUILDING, STUDENTS MAIN ENTRANCE"
2170,P1118,GIRL BATHING IN A STREAM
2171,P322,FLOWERS IN A VASE
2172,A.1.2.B,BRUSH
2173,80.46.68,"UNTITLED (FROM ""SON OF BITCH"")"
2174,38.5.4,"STUDY FOR GOOD SHEPHERD, BETHESDA CHURCH, SALISBURY, MD"
2175,TL.83.5.18,"EAST COLLEGE, SOUTH COLLEGE AND COLLEGE LIBRARY"
2176,79.58.47,UNTITLED
2177,92.17.53,TWO STUMPS OF DRIFTWOOD
2178,92.17.119,OLD TESTAMENT SCENE
2179,85.21.5,GIRL IN COSTUME
2180,99.16.1,MEXICAN GIRL
2181,90.4,COUNTDOWN TO ETERNITY (LEAD SCREEN)
2182,90.4.9,"DR. BENJAMIN SPOCK, DR. MARTIN LUTHER KING, JR. AND MONSIGNOR RICE OF PITTSBURGH MARCH IN THE SOLIDARITY DAY PARADE AT THE UNITED NATIONS BUILDING, APRIL 15, 1967 (FROM ""COUNTDOWN TO ETERNITY"")"
2183,90.4.10,"RESURRECTION CITY, WASHINGTON, D.C., 1968 (FROM ""COUNTDOWN TO ETERNITY"") (FROM ""COUNTDOWN TO ETERNITY"")"
2184,30.1.11,TALL-NECKED UNGUENTARIUM
2185,87.24.4,FAMILY GROUP
2186,99.1.97,TOO MUCH OF A GOOD THING.
2187,87.16.29,THREE MALE SAINTS
2188,P1494,MFA BOSTON SKETCHBOOK NO. 48
2189,P1504,MFA BOSTON SKETCHBOOK NO. 56
2190,64.13,PORTRAIT OF A MAN
2191,DF.16.E,SEATED WOMAN WITH A CHILD
2192,EL.84.6.358,AHIAH & ELIJAH
2193,79.54.D,"UNTITLED (FROM ""BOSTON MASSACRE"")"
2194,79.54.L,"UNTITLED (FROM ""BOSTON MASSACRE"")"
2195,EL.86.28.22,THE DEAD CHRIST SUPPORTED BY THREE ANGELS
2196,RC.5.29,"BLIND TIME III, NO. 4"
2197,WP.56,"PORTRAIT OF FREDERICK F. THOMPSON (1836-1899), CLASS OF 1856, TRUSTEE 1886-1899, BENEFACTOR"
2198,RC.5.96,"VIEW OF UNTITLED WORKS (INSTALLATION AT DWAN GALLERY, NY)"
2199,85.24.32,TIGER
2200,62.41.26,"ANIMAL LOCOMOTION, PLATE #548"
2201,74.37,THE AGONY IN THE GARDEN
2202,75.43.2,SKYPHOS
2203,94.1.55,GATELEG TABLE (WILLIAM & MARY STYLE)
2204,91.44.4,MGBEDIKE MASK
2205,TL.99.17.55.A,APERTURE
2206,76.39,PAUVRES SORTANT D'UN ATELIER DU TRAVAIL
2207,78.38.25,"DECENCY AND DECORUM IN PRODUCTION (FROM ""GENERAL DYNAMIC F.U.N."")"
2208,81.45.29,UNTITLED (LANDSCAPE)
2209,TL.2000.24.1,NOONTOMOON
2210,EL.77.2.20.A,ENSNARED BY A PROCURESS (AFTER HOGARTH'S THE HARLOT'S PROGRESS)
2211,58.12,PHOENIX
2212,85.41.1,CORNERED CIRCUIT
2213,EL.81.3.95,"ADDITION TO THE WILLIAMS COLLEGE LIBRARY, WEST ELEVATION: LH-47"
2214,P1720,LIGHTED WINDOW
2215,77.53.62,THE BABY
2216,TL.95.28,MADAME EDWARDA
2217,TL.96.8.4,HOST
2218,88.6.43,"HORSE BRASS, PRIVATE AND COUNTY CRESTS (SCOTTISH)"
2219,49.17.87,ANYTHING TO DETRACT ATTENTION FROM NEGLECT OF DUTY
2220,TL.97.15.8,HEAD OF A WOMAN
2222,TL.95.54.6,"INTERIOR OF PALAZZO BARGELLO, FLORENCE"
2223,RC.7.8,"OURS.. TO FIGHT FOR, FREEDOM FROM WANT"
2224,EL.93.4.1,FRUIT DISH AND GLASS
2225,92.22.2,UNTITLED
2226,84.33.1,"SELINA ELIZABETH BROOKE, VISCOUNTESS DE VESCI OF ABBEY LEIX"
2227,P140,GLOUCESTER
2228,91.43.2,POLITICAL CAMPAIGNING
2229,EL.83.13.15,CARTRIDGE OF FILM
2230,79.36.20,1972 OLYMPIC POSTER
2231,79.36.11,1972 OLYMPIC POSTER
2232,79.36.5,1972 OLYMPIC POSTER
2233,TL.92.84.5,SPOON PENDANT
2234,81.46.17,SIX FRAME
2235,74.25,MASK
2236,RC.13.2,"N. ROYALTON - SUMMER, CLEVELAND 1989"
2237,EL.83.3.6.C,LAWRENCE HALL ROTUNDA
2238,60.14,THE PASSION OF CHRIST
2239,TL.97.6.1.B,COUPLET
2240,78.59.75,POTTERY SHERD
2241,79.58.15,UNTITLED
2242,TL.93.163.16,ITINERARII DEU PEREGRINATIONIS BEATE MARIE VIRGINIA. ULM:  JOHANN REGER
2243,52.7.47,OUT OF THE DUMPS!
2244,91.27.47,AUF DER WEIDE
2245,60.46,KENSINGTON GARDENS
2246,P1094,BLUE LAKE
2247,93.1.77.AA,POTTERY FRAGMENT
2248,41.15.20,FLOWER STILL-LIFE
2249,P1276,SUNDAY PROMENADE
2250,74.50.1,"UNTITLED (FROM THE ""NATIONAL COLLECTION OF FINE ARTS POSTER SERIES"")"
2251,TL.97.46.5,METTLE
2252,99.1.185,POPE PIUS IX.
2253,TL.96.25.11,JARROD PATTERSON
2254,77.53.20,DIVAN DIVIN
2255,93.1.14.D,ANIMAL AMULET
2256,EL.85.63.19.B,ACER IN...
2257,78.31.30,DISH
2258,63.24,MONGER
2259,82.26.73,PREPARATORY SKETCH FOR A CARTOON
2260,TL.96.16.1,"MODEL FOR NEW BUILDING AND TOLL CANOPY FOR INTERCHANGE NUMBER ONE, MASSACHUSETTS TURNPIKE, WEST STOCKBRIDGE, MA."
2261,39.1.306,"IT'S OUR FLAG, FIGHT FOR IT, WORK FOR IT"
2262,1887.1.129,MEDAL OF CARDINAL MEDICI
2263,TL.93.39.3,GLOUCESTER
2264,TL.97.2.4,"PORTRAIT OF A LADY, RESTORED"
2265,P1252,THREE FIGURES AND TWO GOATS
2266,93.1.77.Z,VESSEL
2267,62.22,L'OISEAU
2268,RC.4.50,UNTITLED LITHOGRAPHIC PLATE
2269,93.1.59,BOOK OF OMER
2270,81.35.2,SOUTHERN CHARM/ALABAMA
2271,P24,THE PRETTY SHIPS
2272,80.10.F,AUTUMN SUITE F
2273,83.29.7,PREPARATORY DRAWING FOR A CARTOON
2274,39.1.254,FOR EVERY FIGHTER A WOMAN WORKER
2275,94.1.20,COVER WITH FLORAL DESIGN
2276,A.1.2.X,CARVING TOOL
2277,38.4.2,PORTRAIT OF A LADY
2278,38.3,EAST CHARLESTON SCHOOL
2279,SAM.4,"MODEL FOR THE GALLAUDET MONUMENT AT WASHINGTON, D.C."
2280,P2257A,DOLLHOUSE PANEL
2281,79.49.5,INFERNO
2282,95.7.M,"UNTITLED (FROM ""ARTISTS' IMPRESSIONS"")"
2283,M.2001.9.C,"TRIPLETS (FROM ""FICTITIOUS PORTRAITS"")"
2284,64.31,PORTRAIT OF INFANTA ISABELLA CLARA EUGENIA
2285,TL.94.8.65,THE DISILLUSIONED II FROM THE PORTFOLIO TRIP TO BERLIN 1922
2286,84.26.83,UNTITLED
2287,P230,PARK ALONG THE SHORE
2288,94.1.22,TEXTILE WITH FLORAL DESIGN
2289,P1718,ON THE AVENUE
2290,45.1.1,MOTHER AND CHILD
2291,CP.8,SMALL BLACK PITCHER
2292,39.1.148,THE GREATEST MOTHER IN THE WORLD
2293,TL.97.15.24,STANDING NUDE WOMAN -BACK VIEW
2294,75.12.D,"UNTITLED (FROM ""COW"" SERIES)"
2295,75.12.E,"UNTITLED (FROM ""COW"" SERIES)"
2296,M.2014.17.2,"PERSEPOLIS STUDY (FROM THE ""EMBORADOS SERIES"")"
2297,P1048,COUNTRY DANCE
2298,TL.97.17,"SOUTH AFRICA: BLUE PORTRAITS, PORTFOLIO NO. I, CONTAINING SIX PHOTOGRAPHS FROM THE BOOK OF THE SAME TITLE."
2299,84.26.52,UNTITLED
2300,95.4.84,IN THE PARK
2301,43.2.50,BANQUET END TABLE
2302,P754,CAPRI
2303,EL.81.3.27,LAWRENCE HALL WEST ELEVATION: LH-63
2304,62.41.69,"ANIMAL LOCOMOTION, PLATE #763"
2305,P546,RAINY DAY
2306,TL.92.65,UNTITLED
2307,P2240,FIGURES AND DEER
2308,EL.84.6.233,"CHRIST, THE APOSTLES AND ST. PAUL"
2309,TL.93.116.11,"CANYON DE CHELLY, ARIZONA, 1979"
2310,EL.78.4.2,YA MERO
2311,42.1,PORTRAIT OF MR. CLARK OF MONTROSE
2312,P409,LANDSCAPE
2313,67.12.3,INFANT SUMO WRESTLERS
2314,67.12.5,A COURTESAN WITH YOUNG APPRENTICE
2315,81.1.24,ETTA OUTSIDE: 1978 & 1979
2316,54.21.1,"CHEE FOO, CHINA"
2317,RC.5.13,"BLIND TIME III, NO. 2"
2318,EL.84.6.430,THRONES OF JUSTICE
2319,EL.84.6.35,SIGHT
2320,90.4.3,"SURROUNDED BY SUPPORTERS AND SECURITY PERSONNEL, DR. MARTIN LUTHER KING, JR. PREPARES FOR HIS SPEECH AT THE UNITED NATIONS, APRIL 15, 1967 (FROM ""COUNTDOWN TO ETERNITY"")"
2321,TL.97.15.21,STANDING NUDE WOMAN - 3/4 VIEW
2322,TL.97.20.17,ELIZABETH DENISON
2323,80.27.15,TRIANGLE WITHIN A SQUARE II
2324,92.16,BOUNCE
2325,62.32.5,"SHAWABTI, ROYAL OVERSEER"
2326,P1707,VENICE
2327,96.6.2.D,"[NOWHERE BETTER THAN THIS PLACE.]: IMAGE FROM STACKS FROM FELIX GONZALEZ-TORRES EXHIBITION, GUGGENHEIM MUSEUM, MARCH 3-MAY 10, 1995"
2328,92.17.17,UNTITLED: DE LA POMME D'OR
2329,81.1.18,OLD TOOLS: UNTITLED & UNTITLED
2330,TL.95.46.1,UNTITLED
2331,99.16.8,A DRINK OF WATER
2332,98.15.1,CHICAGO 1956
2333,TL.99.27.27,DOCK SCENE
2334,WP.57,"PORTRAIT OF BENTLEY WIRT WARREN (D.1947), CLASS OF 1885, WILLIAMS COLLEGE TRUSTEE 1902-"
2335,77.53.19,CITY 150
2336,49.6,ROMANESQUE CAPITAL FROM ST. PONS-DE-THOMIERES
2337,EL.88.122.3,THE CRUCIFIXION
2338,77.13,"""PSYCHE DRINKS THE CUP OF NECTAR GIVEN HER BY MERCURY AND BECOMES IMMORTAL"""
2339,TL.93.136.10,"STUDIO PHOTOGRAPH OF ""WILLIAM GRANT STILL"""
2340,38.17,MADONNA AND CHILD WITH THE MONKEY
2341,TL.97.42.128,MA - AKTIVISTA FOLYOIRAT
2342,75.12.G,"UNTITLED (FROM ""COW"" SERIES)"
2343,TL.2000.22.5,NO TITLE
2344,P2222,PANEL
2345,99.1.252,"INFLATION IS ""AS EASY AS LYING."""
2346,79.75.4,POT SHERD
2347,93.1.60,BASKET WITH HANDLE
2348,49.17.70,STRANGER THINGS HAVE HAPPENED
2349,SIN.1.1,DHUPDHALL (SMALL FEMALE FIGURE)
2350,RC.19.5.A,"GREEN RIVER, MASSACHUSETTS, EARTH"
2351,59.21.8,TILE FROM PALACE OF RAMESES III
2352,87.14.18,THE MIRACLE OF ST. MARK
